case_id,fir_number,case_type,case_category,registration_date,incident_date,incident_location_id,police_station,jurisdiction,case_status,investigating_unit,source_document_id,confidence_score,created_at,updated_at
C00705,FIR/2026/2165,Organized Crime,Forgery,2026-07-23,2026-07-02,L00885,Vadodara Central Police Station,Delhi,Closed,Economic Offences Unit,DOC02551,0.88,2026-05-17 03:06:41,2026-05-30 09:06:41
C00706,FIR/2026/4451,Cyber,Money Laundering,2026-01-15,2026-01-15,L00165,Pune Central Police Station,Surat,Under Investigation,Economic Offences Unit,DOC02236,0.96,2025-07-26 20:38:59,2025-08-24 23:38:59
C00707,FIR/2026/7855,Cyber,Cybercrime,2026-03-31,2026-03-16,L01848,Indore Central Police Station,Kanpur,Closed,Cyber Cell,DOC00769,0.97,2024-04-11 13:32:28,2024-04-27 13:47:19
C00708,FIR/2026/8737,Economic,Forgery,2026-08-24,2026-07-27,L00481,Vadodara Central Police Station,Hyderabad,Closed,Local Police,DOC02053,0.9,2025-09-27 22:50:04,2025-10-11 11:50:04
C00709,FIR/2026/9563,Cyber,Vehicle Theft,2026-07-06,2026-06-11,L01535,Dewas Central Police Station,Mumbai,Open,Crime Branch,DOC02356,0.94,2024-11-16 19:29:20,2024-12-15 04:29:20
C00710,FIR/2024/6305,Organized Crime,Illegal Gambling,2024-05-29,2024-05-03,L02263,Lucknow Central Police Station,Kota,Open,Crime Branch,DOC00627,0.89,2024-07-21 18:58:12,2025-03-18 08:50:41
C00711,FIR/2024/4989,Criminal,Illegal Gambling,2024-07-05,2024-06-24,L01135,Indore Central Police Station,Mumbai,Under Investigation,Cyber Cell,DOC01987,0.86,2024-12-16 03:13:37,2025-06-05 14:49:12
C00712,FIR/2024/4647,Cyber,Smuggling,2024-12-17,2024-11-24,L00283,Ujjain Central Police Station,Pune,Pending Trial,Crime Branch,DOC01253,0.85,2025-05-10 15:10:53,2025-05-21 17:10:53
C00713,FIR/2025/8588,Cyber,Fraud,2025-09-09,2025-09-05,L01607,Delhi Central Police Station,Lucknow,Pending Trial,Crime Branch,DOC00598,0.94,2026-06-16 12:07:28,2026-07-07 23:07:28
C00714,FIR/2026/9236,Criminal,Illegal Gambling,2026-06-15,2026-06-02,L01048,Indore Central Police Station,Pune,Open,Local Police,DOC01382,0.82,2024-05-27 13:03:17,2024-06-26 11:03:17
C00715,FIR/2026/4650,Economic,Vehicle Theft,2026-07-03,2026-06-18,L00955,Delhi Central Police Station,Pune,Under Investigation,Local Police,DOC02320,0.83,2024-09-04 03:20:42,2024-09-22 13:20:42
C00716,FIR/2024/2059,Cyber,Extortion,2024-05-13,2024-04-19,L01016,Dewas Central Police Station,Kanpur,Closed,Economic Offences Unit,DOC01520,0.96,2024-06-02 03:08:14,2026-07-14 16:01:59
C00717,FIR/2026/2713,Criminal,Forgery,2026-03-09,2026-02-13,L01432,Hyderabad Central Police Station,Jabalpur,Pending Trial,Cyber Cell,DOC00389,0.92,2024-03-30 01:31:42,2024-10-27 07:36:15
C00718,FIR/2026/2075,Economic,Extortion,2026-08-22,2026-07-27,L02027,Bengaluru Central Police Station,Bengaluru,Closed,Economic Offences Unit,DOC02400,0.94,2024-09-08 11:30:35,2026-03-16 18:11:31
C00719,FIR/2024/0016,Economic,Fraud,2024-03-23,2024-03-23,L02380,Dewas Central Police Station,Dewas,Open,Local Police,DOC02440,0.85,2025-04-12 15:49:44,2025-12-13 01:11:41
C00720,FIR/2025/0636,Criminal,Vehicle Theft,2025-11-05,2025-10-28,L00162,Bengaluru Central Police Station,Mumbai,Open,Cyber Cell,DOC01265,0.85,2024-07-04 01:59:23,2024-12-15 09:34:27
C00721,FIR/2025/7120,Economic,Robbery,2025-08-30,2025-08-23,L01000,Ahmedabad Central Police Station,Surat,Open,Crime Branch,DOC01945,0.81,2026-08-05 21:25:52,2026-08-23 22:25:52
C00722,FIR/2024/3479,Economic,Forgery,2024-02-02,2024-01-30,L00363,Surat Central Police Station,Delhi,Open,Local Police,DOC00458,0.81,2024-11-30 04:19:14,2026-06-30 22:20:16
C00723,FIR/2024/6617,Economic,Money Laundering,2024-04-27,2024-04-22,L02394,Lucknow Central Police Station,Vadodara,Open,Local Police,DOC02561,0.96,2025-07-21 05:43:03,2025-08-07 10:43:03
C00724,FIR/2026/6335,Organized Crime,Smuggling,2026-06-24,2026-06-19,L00768,Delhi Central Police Station,Delhi,Pending Trial,Local Police,DOC02849,0.84,2025-10-18 19:37:33,2025-11-14 06:37:33
C00725,FIR/2025/7280,Cyber,Smuggling,2025-08-09,2025-07-31,L00801,Bhopal Central Police Station,Jaipur,Pending Trial,Crime Branch,DOC01572,0.85,2026-04-06 21:54:31,2026-04-29 20:54:31
C00726,FIR/2026/8639,Criminal,Vehicle Theft,2026-07-27,2026-07-20,L01158,Ujjain Central Police Station,Vadodara,Closed,Cyber Cell,DOC01372,0.83,2024-09-24 11:44:58,2026-06-03 01:23:50
C00727,FIR/2025/7866,Cyber,Assault,2025-01-13,2025-01-07,L02280,Hyderabad Central Police Station,Gwalior,Open,Cyber Cell,DOC02838,0.91,2024-06-13 08:08:56,2026-05-09 05:44:16
C00728,FIR/2025/2227,Criminal,Smuggling,2025-06-30,2025-06-10,L00263,Gurugram Central Police Station,Bengaluru,Closed,Crime Branch,DOC02579,0.85,2024-04-02 15:55:59,2024-04-04 13:55:59
C00729,FIR/2025/2646,Criminal,Fraud,2025-01-31,2025-01-13,L02027,Vadodara Central Police Station,Bengaluru,Pending Trial,Economic Offences Unit,DOC01733,0.89,2026-03-06 04:06:23,2026-03-17 06:06:23
C00730,FIR/2026/3297,Cyber,Vehicle Theft,2026-03-20,2026-03-09,L00659,Ahmedabad Central Police Station,Jaipur,Under Investigation,Crime Branch,DOC01647,0.83,2025-03-19 06:36:28,2026-02-28 16:11:18
C00731,FIR/2026/4391,Economic,Cybercrime,2026-07-08,2026-06-20,L01180,Indore Central Police Station,Ahmedabad,Open,Economic Offences Unit,DOC01275,0.86,2024-01-17 15:35:32,2024-06-07 09:29:46
C00732,FIR/2025/2329,Economic,Smuggling,2025-07-11,2025-06-11,L00215,Bengaluru Central Police Station,Jaipur,Closed,Crime Branch,DOC00816,0.94,2026-01-04 19:03:43,2026-02-18 13:36:03
C00733,FIR/2026/5515,Organized Crime,Forgery,2026-08-25,2026-07-31,L00033,Gurugram Central Police Station,Gurugram,Pending Trial,Local Police,DOC00333,0.94,2024-04-25 02:23:20,2026-06-10 12:52:48
C00734,FIR/2026/9583,Organized Crime,Extortion,2026-03-09,2026-02-25,L01226,Surat Central Police Station,Ujjain,Pending Trial,Cyber Cell,DOC00264,0.92,2025-09-24 12:46:30,2026-03-10 16:30:42
C00735,FIR/2025/5121,Cyber,Cybercrime,2025-04-22,2025-03-23,L00289,Pune Central Police Station,Bhopal,Closed,Local Police,DOC02303,0.81,2026-01-07 15:34:28,2026-01-20 16:47:44
C00736,FIR/2024/4715,Criminal,Burglary,2024-10-28,2024-10-27,L00240,Nagpur Central Police Station,Jabalpur,Closed,Crime Branch,DOC02693,0.83,2025-12-27 20:23:44,2026-01-08 06:23:44
C00737,FIR/2025/7786,Organized Crime,Cybercrime,2025-11-06,2025-10-27,L00083,Bhopal Central Police Station,Mumbai,Closed,Economic Offences Unit,DOC01333,0.84,2025-08-18 13:49:29,2025-08-19 14:49:29
C00738,FIR/2025/5763,Criminal,Illegal Gambling,2025-11-12,2025-10-30,L01500,Surat Central Police Station,Surat,Pending Trial,Cyber Cell,DOC01371,0.82,2026-02-27 15:19:15,2026-04-27 15:16:22
C00739,FIR/2025/5753,Organized Crime,Vehicle Theft,2025-05-29,2025-05-15,L01439,Kota Central Police Station,Dewas,Pending Trial,Economic Offences Unit,DOC02799,0.85,2025-06-18 13:12:34,2025-07-16 22:12:34
C00740,FIR/2026/8234,Cyber,Forgery,2026-03-16,2026-02-22,L01364,Hyderabad Central Police Station,Kanpur,Open,Economic Offences Unit,DOC00684,0.91,2025-07-08 12:10:44,2025-07-22 19:10:44
C00741,FIR/2024/6967,Cyber,Extortion,2024-08-30,2024-08-27,L01206,Kanpur Central Police Station,Bhopal,Pending Trial,Local Police,DOC00541,0.86,2026-07-29 21:13:41,2026-08-22 15:13:41
C00742,FIR/2024/5590,Organized Crime,Burglary,2024-12-08,2024-11-09,L01244,Pune Central Police Station,Vadodara,Open,Crime Branch,DOC01086,0.92,2025-06-09 06:26:35,2025-06-22 06:21:08
C00743,FIR/2025/0194,Criminal,Fraud,2025-07-14,2025-07-08,L01617,Jaipur Central Police Station,Dewas,Pending Trial,Crime Branch,DOC00807,0.8,2024-07-03 04:44:34,2026-05-19 12:45:16
C00744,FIR/2024/7739,Cyber,Extortion,2024-11-24,2024-10-30,L00906,Nagpur Central Police Station,Bhopal,Pending Trial,Cyber Cell,DOC00258,0.82,2026-05-31 16:28:34,2026-06-25 14:28:34
C00745,FIR/2025/7084,Cyber,Fraud,2025-07-17,2025-06-28,L00693,Indore Central Police Station,Surat,Pending Trial,Economic Offences Unit,DOC02594,0.87,2025-06-15 22:35:46,2025-07-15 22:35:46
C00746,FIR/2025/0336,Criminal,Vehicle Theft,2025-08-01,2025-07-27,L01854,Delhi Central Police Station,Gurugram,Open,Local Police,DOC00640,0.86,2024-09-22 16:31:16,2025-04-13 00:49:12
C00747,FIR/2025/1384,Economic,Cybercrime,2025-07-20,2025-07-06,L02267,Bengaluru Central Police Station,Nagpur,Open,Local Police,DOC00063,0.9,2024-06-19 15:28:39,2026-06-04 17:34:09
C00748,FIR/2026/3344,Criminal,Forgery,2026-08-11,2026-08-04,L00390,Delhi Central Police Station,Mumbai,Closed,Crime Branch,DOC00791,0.93,2026-07-27 11:49:29,2026-08-04 05:49:29
C00749,FIR/2025/7302,Cyber,Robbery,2025-06-19,2025-06-16,L00746,Delhi Central Police Station,Indore,Open,Local Police,DOC02566,0.93,2025-09-05 13:57:15,2025-09-08 02:57:15
C00750,FIR/2024/8358,Organized Crime,Money Laundering,2024-02-20,2024-02-09,L00923,Gurugram Central Police Station,Ujjain,Open,Local Police,DOC01056,0.88,2026-07-10 13:21:28,2026-08-05 17:21:28
C00751,FIR/2024/2093,Economic,Vehicle Theft,2024-09-20,2024-08-24,L01235,Gurugram Central Police Station,Hyderabad,Pending Trial,Local Police,DOC01718,0.88,2025-05-05 13:11:37,2025-05-25 00:11:37
C00752,FIR/2024/7952,Economic,Robbery,2024-03-21,2024-03-09,L00626,Jaipur Central Police Station,Mumbai,Under Investigation,Crime Branch,DOC00694,0.95,2025-11-11 15:50:43,2025-12-07 04:50:43
C00753,FIR/2025/8028,Economic,Money Laundering,2025-02-24,2025-02-10,L01834,Vadodara Central Police Station,Kanpur,Closed,Crime Branch,DOC00687,0.97,2025-09-14 10:35:53,2025-10-02 07:35:53
C00754,FIR/2024/2473,Organized Crime,Illegal Gambling,2024-04-28,2024-04-26,L00755,Gurugram Central Police Station,Ujjain,Open,Local Police,DOC01312,0.92,2026-06-08 08:50:54,2026-07-05 18:50:54
C00755,FIR/2025/4955,Cyber,Cybercrime,2025-11-03,2025-11-03,L01936,Bhopal Central Police Station,Delhi,Open,Cyber Cell,DOC01411,0.89,2024-07-04 09:12:28,2026-01-18 06:55:40
C00756,FIR/2026/8970,Criminal,Burglary,2026-06-29,2026-06-04,L01732,Delhi Central Police Station,Nagpur,Open,Crime Branch,DOC00144,0.82,2024-01-22 00:56:51,2024-05-13 14:34:52
C00757,FIR/2024/9142,Criminal,Forgery,2024-10-27,2024-10-15,L01660,Kanpur Central Police Station,Kota,Under Investigation,Local Police,DOC01653,0.82,2025-07-30 14:26:59,2025-08-07 00:26:59
C00758,FIR/2026/7230,Cyber,Burglary,2026-04-23,2026-04-01,L01362,Pune Central Police Station,Surat,Pending Trial,Cyber Cell,DOC01269,0.82,2025-04-29 23:11:28,2025-06-04 20:40:50
C00759,FIR/2024/0715,Criminal,Cybercrime,2024-05-21,2024-05-16,L02499,Gwalior Central Police Station,Bhopal,Closed,Economic Offences Unit,DOC00252,0.87,2025-09-03 01:59:32,2025-09-27 18:59:32
C00760,FIR/2024/4185,Cyber,Forgery,2024-04-11,2024-03-16,L01955,Jabalpur Central Police Station,Delhi,Closed,Cyber Cell,DOC02516,0.85,2025-10-08 15:45:46,2025-11-05 05:45:46
C00761,FIR/2026/7816,Economic,Assault,2026-07-26,2026-07-21,L01482,Gurugram Central Police Station,Vadodara,Under Investigation,Crime Branch,DOC00605,0.85,2024-02-04 12:03:52,2025-06-14 11:54:49
C00762,FIR/2024/0835,Organized Crime,Smuggling,2024-09-15,2024-08-20,L00085,Surat Central Police Station,Dewas,Closed,Economic Offences Unit,DOC02090,0.83,2024-06-05 16:51:33,2026-08-22 08:15:40
C00763,FIR/2025/3759,Organized Crime,Extortion,2025-08-09,2025-08-09,L01978,Vadodara Central Police Station,Jabalpur,Under Investigation,Local Police,DOC01221,0.88,2025-12-04 10:43:53,2025-12-31 07:43:53
C00764,FIR/2025/8144,Organized Crime,Assault,2025-01-13,2025-01-04,L00486,Gwalior Central Police Station,Delhi,Open,Cyber Cell,DOC00359,0.92,2024-02-06 02:54:07,2026-08-08 03:43:39
C00765,FIR/2026/5530,Cyber,Money Laundering,2026-01-17,2026-01-03,L01550,Mumbai Central Police Station,Nagpur,Closed,Economic Offences Unit,DOC02918,0.83,2025-04-13 11:25:08,2025-05-12 08:25:08
C00766,FIR/2026/3266,Economic,Illegal Gambling,2026-06-03,2026-05-16,L01369,Mumbai Central Police Station,Nagpur,Open,Economic Offences Unit,DOC01947,0.96,2024-10-01 21:55:05,2024-12-02 14:04:34
C00767,FIR/2025/6735,Economic,Money Laundering,2025-03-13,2025-02-23,L01688,Kanpur Central Police Station,Nagpur,Closed,Crime Branch,DOC01789,0.84,2026-07-05 17:17:34,2026-07-29 02:12:42
C00768,FIR/2024/4477,Criminal,Vehicle Theft,2024-11-01,2024-10-11,L00082,Bhopal Central Police Station,Delhi,Under Investigation,Local Police,DOC02327,0.86,2024-12-23 21:38:12,2025-03-21 17:29:26
C00769,FIR/2024/2366,Cyber,Extortion,2024-03-27,2024-03-05,L01116,Gwalior Central Police Station,Pune,Open,Local Police,DOC02938,0.96,2024-11-16 11:53:46,2024-12-05 19:53:46
C00770,FIR/2024/2995,Economic,Illegal Gambling,2024-01-07,2024-01-02,L01452,Surat Central Police Station,Indore,Pending Trial,Local Police,DOC01790,0.86,2024-05-17 21:58:45,2025-10-20 19:47:40
C00771,FIR/2024/3357,Economic,Money Laundering,2024-12-27,2024-12-14,L00216,Bengaluru Central Police Station,Nagpur,Open,Cyber Cell,DOC02892,0.97,2024-03-22 19:43:56,2025-02-15 12:54:24
C00772,FIR/2025/2226,Organized Crime,Burglary,2025-08-28,2025-08-13,L01291,Lucknow Central Police Station,Bhopal,Open,Cyber Cell,DOC00089,0.88,2026-01-13 08:28:15,2026-01-20 10:28:15
C00773,FIR/2025/9573,Criminal,Extortion,2025-09-05,2025-08-26,L00567,Kanpur Central Police Station,Lucknow,Under Investigation,Crime Branch,DOC00940,0.97,2026-05-25 21:55:01,2026-06-11 00:55:01
C00774,FIR/2025/5031,Cyber,Fraud,2025-01-29,2025-01-08,L02018,Bhopal Central Police Station,Kanpur,Under Investigation,Crime Branch,DOC01429,0.96,2024-01-21 02:23:38,2024-11-02 07:00:04
C00775,FIR/2024/8146,Economic,Cybercrime,2024-12-15,2024-12-11,L00693,Vadodara Central Police Station,Pune,Closed,Local Police,DOC02020,0.84,2024-09-08 06:18:00,2025-05-08 13:56:08
C00776,FIR/2024/9102,Cyber,Cybercrime,2024-08-03,2024-07-24,L00969,Hyderabad Central Police Station,Indore,Closed,Cyber Cell,DOC02357,0.83,2026-05-02 05:06:52,2026-05-04 10:06:52
C00777,FIR/2024/8117,Organized Crime,Burglary,2024-11-12,2024-11-04,L00358,Nagpur Central Police Station,Jabalpur,Closed,Economic Offences Unit,DOC01349,0.95,2026-01-26 20:58:51,2026-01-28 22:58:51
C00778,FIR/2024/1909,Criminal,Smuggling,2025-01-01,2024-12-22,L02407,Kanpur Central Police Station,Lucknow,Pending Trial,Cyber Cell,DOC00261,0.87,2025-01-21 17:03:56,2025-02-13 15:03:56
C00779,FIR/2024/2337,Organized Crime,Illegal Gambling,2024-04-18,2024-03-20,L01588,Jaipur Central Police Station,Mumbai,Under Investigation,Local Police,DOC00493,0.82,2024-08-07 12:51:25,2024-10-11 08:00:12
C00780,FIR/2024/2270,Criminal,Vehicle Theft,2024-12-15,2024-11-28,L00532,Jaipur Central Police Station,Pune,Open,Crime Branch,DOC00958,0.92,2025-04-25 13:35:27,2025-04-28 02:35:27
C00781,FIR/2024/1074,Criminal,Robbery,2024-12-03,2024-11-20,L00197,Bhopal Central Police Station,Mumbai,Under Investigation,Cyber Cell,DOC00145,0.87,2026-05-17 05:27:05,2026-06-10 12:27:05
C00782,FIR/2024/7479,Economic,Vehicle Theft,2024-10-10,2024-10-06,L02205,Bhopal Central Police Station,Vadodara,Pending Trial,Economic Offences Unit,DOC02769,0.89,2025-08-24 08:11:04,2025-09-19 11:11:04
C00783,FIR/2024/2924,Economic,Extortion,2025-01-11,2024-12-23,L02423,Kota Central Police Station,Ujjain,Open,Local Police,DOC01718,0.97,2026-08-11 18:40:55,2026-08-16 08:40:55
C00784,FIR/2025/0248,Criminal,Robbery,2025-10-18,2025-10-12,L02252,Surat Central Police Station,Vadodara,Under Investigation,Local Police,DOC00141,0.86,2024-04-28 10:10:56,2024-11-07 12:33:38
C00785,FIR/2025/1844,Economic,Vehicle Theft,2025-05-16,2025-05-09,L00396,Ujjain Central Police Station,Delhi,Pending Trial,Crime Branch,DOC00277,0.86,2026-07-24 19:32:23,2026-08-17 03:32:23
C00786,FIR/2025/2167,Economic,Vehicle Theft,2025-03-02,2025-02-26,L01968,Gwalior Central Police Station,Indore,Closed,Cyber Cell,DOC00237,0.9,2024-07-30 01:48:00,2025-08-30 23:37:26
C00787,FIR/2025/7031,Criminal,Cybercrime,2025-01-29,2025-01-10,L02157,Surat Central Police Station,Ujjain,Pending Trial,Crime Branch,DOC02810,0.89,2025-01-18 16:18:27,2025-01-23 05:18:27
C00788,FIR/2024/2028,Criminal,Burglary,2024-09-20,2024-09-07,L01813,Ahmedabad Central Police Station,Pune,Closed,Crime Branch,DOC00464,0.89,2026-03-06 09:24:29,2026-03-18 16:24:29
C00789,FIR/2024/0753,Economic,Vehicle Theft,2024-04-06,2024-03-09,L02109,Ahmedabad Central Police Station,Nagpur,Pending Trial,Cyber Cell,DOC00153,0.92,2024-05-02 14:29:54,2026-03-28 20:07:30
C00790,FIR/2024/9508,Criminal,Vehicle Theft,2024-11-27,2024-11-10,L01335,Mumbai Central Police Station,Dewas,Closed,Cyber Cell,DOC01135,0.91,2024-04-14 12:24:29,2026-02-09 14:56:17
C00791,FIR/2024/5560,Criminal,Cybercrime,2024-12-09,2024-11-23,L01734,Dewas Central Police Station,Mumbai,Pending Trial,Cyber Cell,DOC01806,0.82,2026-05-06 19:33:20,2026-05-28 16:33:20
C00792,FIR/2025/7201,Criminal,Money Laundering,2025-10-08,2025-09-08,L00704,Delhi Central Police Station,Delhi,Pending Trial,Local Police,DOC00485,0.81,2026-08-12 06:02:42,2026-08-13 13:02:42
C00793,FIR/2024/7625,Cyber,Burglary,2024-04-11,2024-04-09,L00988,Kota Central Police Station,Bengaluru,Pending Trial,Crime Branch,DOC02332,0.84,2024-11-07 15:12:55,2024-12-04 14:48:10
C00794,FIR/2026/0829,Organized Crime,Forgery,2026-05-13,2026-05-06,L02291,Kota Central Police Station,Nagpur,Pending Trial,Crime Branch,DOC00728,0.9,2024-05-08 14:31:43,2026-04-21 01:10:33
C00795,FIR/2025/8352,Cyber,Assault,2025-09-21,2025-09-07,L01982,Vadodara Central Police Station,Nagpur,Under Investigation,Economic Offences Unit,DOC02090,0.92,2025-06-12 05:51:32,2026-01-11 22:47:25
C00796,FIR/2024/2481,Criminal,Forgery,2024-03-12,2024-02-28,L00020,Nagpur Central Police Station,Vadodara,Pending Trial,Economic Offences Unit,DOC01161,0.83,2026-04-28 13:13:38,2026-07-15 07:36:34
C00797,FIR/2025/2326,Organized Crime,Forgery,2025-05-30,2025-05-09,L01346,Dewas Central Police Station,Indore,Under Investigation,Crime Branch,DOC02277,0.88,2024-05-18 08:52:52,2024-11-01 01:54:05
C00798,FIR/2024/9435,Criminal,Illegal Gambling,2024-09-18,2024-09-07,L00125,Gurugram Central Police Station,Jaipur,Under Investigation,Cyber Cell,DOC01056,0.84,2025-10-25 02:32:36,2025-10-26 17:32:36
C00799,FIR/2024/7573,Organized Crime,Illegal Gambling,2024-03-26,2024-03-11,L01240,Indore Central Police Station,Bengaluru,Pending Trial,Economic Offences Unit,DOC02601,0.91,2024-05-29 08:27:44,2026-01-23 07:07:37
C00800,FIR/2025/8969,Economic,Cybercrime,2025-12-12,2025-11-26,L01431,Kota Central Police Station,Gurugram,Pending Trial,Cyber Cell,DOC02417,0.89,2025-11-08 05:21:50,2026-07-14 22:23:39
C00801,FIR/2026/0112,Organized Crime,Money Laundering,2026-01-11,2026-01-03,L01015,Bengaluru Central Police Station,Gwalior,Pending Trial,Crime Branch,DOC01038,0.91,2024-09-14 19:27:43,2024-09-19 18:27:43
C00802,FIR/2024/8465,Cyber,Money Laundering,2024-04-20,2024-03-30,L00291,Bhopal Central Police Station,Surat,Closed,Local Police,DOC02405,0.82,2025-10-25 13:59:51,2025-11-05 16:59:51
C00803,FIR/2024/8886,Economic,Burglary,2024-04-12,2024-03-17,L02139,Dewas Central Police Station,Pune,Pending Trial,Economic Offences Unit,DOC01045,0.94,2026-03-30 20:25:14,2026-04-13 10:22:51
C00804,FIR/2024/4608,Criminal,Cybercrime,2024-11-06,2024-10-21,L02155,Kota Central Police Station,Surat,Closed,Local Police,DOC01528,0.84,2024-08-10 19:18:46,2026-04-09 13:44:32
C00805,FIR/2024/8001,Economic,Cybercrime,2024-12-01,2024-11-14,L00714,Gurugram Central Police Station,Hyderabad,Closed,Local Police,DOC02516,0.93,2025-02-05 15:01:06,2025-02-22 05:01:06
C00806,FIR/2025/4536,Cyber,Robbery,2025-09-19,2025-09-15,L00106,Dewas Central Police Station,Gurugram,Pending Trial,Economic Offences Unit,DOC02067,0.88,2024-12-03 21:17:13,2024-12-30 03:17:13
C00807,FIR/2025/8202,Cyber,Money Laundering,2025-01-06,2025-01-01,L02333,Kota Central Police Station,Jaipur,Closed,Cyber Cell,DOC01339,0.82,2025-07-20 18:25:41,2025-08-15 19:25:41
C00808,FIR/2024/5888,Cyber,Extortion,2024-03-11,2024-03-05,L01116,Hyderabad Central Police Station,Nagpur,Pending Trial,Cyber Cell,DOC02536,0.91,2026-04-03 15:25:38,2026-05-01 04:25:38
C00809,FIR/2026/6703,Criminal,Fraud,2026-02-19,2026-01-21,L00970,Kota Central Police Station,Pune,Pending Trial,Economic Offences Unit,DOC02726,0.89,2024-06-23 14:09:18,2026-01-21 03:33:29
C00810,FIR/2026/8940,Organized Crime,Smuggling,2026-02-26,2026-02-09,L00907,Jabalpur Central Police Station,Vadodara,Under Investigation,Local Police,DOC00429,0.93,2024-08-23 10:50:25,2024-09-18 01:50:25
C00811,FIR/2024/8887,Organized Crime,Burglary,2024-03-02,2024-02-23,L01699,Lucknow Central Police Station,Hyderabad,Pending Trial,Economic Offences Unit,DOC02694,0.97,2024-04-27 01:25:21,2025-04-29 09:24:48
C00812,FIR/2024/3861,Criminal,Robbery,2024-09-28,2024-09-02,L01808,Mumbai Central Police Station,Mumbai,Closed,Cyber Cell,DOC02036,0.89,2024-02-27 11:08:06,2025-06-13 18:21:11
C00813,FIR/2025/9261,Cyber,Assault,2025-01-21,2025-01-20,L01153,Jaipur Central Police Station,Lucknow,Closed,Cyber Cell,DOC00264,0.95,2025-05-14 16:05:17,2025-05-27 07:05:17
C00814,FIR/2024/6123,Organized Crime,Illegal Gambling,2024-12-15,2024-12-08,L00348,Bengaluru Central Police Station,Pune,Under Investigation,Local Police,DOC00713,0.95,2024-08-02 17:04:59,2024-08-31 06:09:57
C00815,FIR/2026/5998,Economic,Cybercrime,2026-07-21,2026-07-06,L02200,Kota Central Police Station,Kanpur,Under Investigation,Economic Offences Unit,DOC01422,0.97,2025-06-25 12:02:26,2025-06-27 23:02:26
C00816,FIR/2025/9366,Criminal,Cybercrime,2025-01-24,2025-01-10,L01857,Gurugram Central Police Station,Bengaluru,Under Investigation,Crime Branch,DOC02749,0.97,2024-08-21 23:52:16,2024-09-15 19:52:16
